logFC	AveExpr	t	P.Value	adj.P.Val	B
1.48229293249708	3.4150242244897	18.9600370230092	1.27521541279683e-60	4.69183029236571e-58	127.239906273097
1.6239523066787	3.14957505377296	18.6944685304108	2.35855111745378e-59	8.51699014636088e-57	124.341514824477
1.29098037922343	2.92812029710612	18.6222846633666	5.20646161031208e-59	1.84592729820156e-56	123.554858377643
1.56430242178874	3.91583725483869	18.5614070898365	1.01484609992614e-58	3.5338390979571e-56	122.891818903713
1.17109107660095	1.95999899927655	18.5592037145098	1.03965229353035e-58	3.55670521470908e-56	122.86782815292
1.49345895887847	3.29088233363865	18.5114456915953	1.75452846057549e-58	5.89884568641759e-56	122.347951848373
1.1849347424704	2.34690045722895	18.4277240074229	4.388638905752e-58	1.45048235020617e-55	121.437158618022
1.66525643854901	3.62173540817729	18.4243504874843	4.55372871964483e-58	1.47996183388457e-55	121.400474156037
1.55324976839643	3.25615881132552	18.3853621173809	6.9770986874285e-58	2.23038400663698e-55	120.976593443103
1.36560599564051	2.34932349254364	18.2942038711552	1.89086935731865e-57	5.94708910769576e-55	119.98616564226
1.75193465515703	5.42891661688021	18.2852785614853	2.08465378281433e-57	6.45249980394911e-55	119.889241933535
1.27434774177725	2.63030831106521	18.256019938825	2.87018948732646e-57	8.74510859419782e-55	119.571572524582
1.05002076219297	4.86097912077858	18.2145534854366	4.51502604835876e-57	1.35450781450763e-54	119.121524194378
1.34293872975252	3.65256216077607	18.2113502106584	4.67579657716239e-57	1.38148535234343e-54	119.086766173953
1.31738478807577	2.74346682411695	18.2034761941627	5.09571765784783e-57	1.48308200489601e-54	119.001331953198
1.40700543787193	4.49846988080047	18.122494850689	1.2335414467189e-56	3.53736150162037e-54	118.123087269917
1.4468124587865	8.10029463502429	18.0722221307278	2.13471110651561e-56	6.03287921406586e-54	117.578264269839
1.35513474017948	5.11519472275522	17.9604008960328	7.22206430834193e-56	2.01186077160954e-53	116.367505977381
1.41642361981324	3.32551989646811	17.9481161688694	8.25605397406518e-56	2.26750778160945e-53	116.234584702246
1.42492592019193	5.47090532121253	17.943819716024	8.65155906046065e-56	2.34313057887476e-53	116.188101307413
1.2785851762188	2.99065059254702	17.886315040011	1.61804453519245e-55	4.32217375839079e-53	115.566178887881
1.31099086290776	4.65920000703175	17.8300783883907	2.98343125235571e-55	7.86174451634275e-53	114.95837404669
1.22438121186757	3.05888345713197	17.8225710733224	3.23724697117278e-55	8.41684212504922e-53	114.877265675359
1.13250669757111	2.1302340754933	17.8078040309874	3.8011657142033e-55	9.75299097723216e-53	114.717745027488
1.37388393829309	2.52977763130027	17.7256823061187	9.27966760424192e-55	2.31991690106048e-52	113.831144534837
1.10777971058368	10.960452997232	17.6679331593996	1.7373126173246e-54	4.23469950472872e-52	113.208208182733
1.05532675389653	2.2111930079652	17.6354102740469	2.47269639506018e-54	5.95278761773747e-52	112.857583098414
1.34064296578651	2.8920374191759	17.5886291448371	4.10732256612757e-54	9.7674134194497e-52	112.353494205311
1.27773462556243	2.11861443267605	17.5823443098793	4.39700582183973e-54	1.03303148826355e-51	112.285795008468
1.45642979271736	4.33107514170022	17.577997550601	4.60921093559937e-54	1.06999539576414e-51	112.238975629057
1.20230706857631	2.22987626066864	17.5043501547076	1.02392991478226e-53	2.34901568685342e-51	111.446111661593
1.62864277468563	3.37792875819465	17.4951269239747	1.13151140082618e-53	2.5656363158268e-51	111.346870952286
1.14674551364098	5.05884575988037	17.3430275675508	5.86700015866128e-53	1.31501727694132e-50	109.71206149162
1.99155791664237	5.85948425843973	17.2552121082186	1.51501335643742e-52	3.31941128657637e-50	108.769740015496
1.12142745451597	2.64281535963731	17.1635908217647	4.07131537663456e-52	8.82118331604155e-50	107.787822051471
1.1795422584784	2.90689496928937	17.0715252054716	1.09791446744519e-51	2.35267385881112e-49	106.802451777883
1.03124434278285	4.48844260431422	17.0132268351623	2.05628757076499e-51	4.35843561194754e-49	106.179182841817
1.06542404700181	1.92131546544098	16.9948606644766	2.5054602179221e-51	5.25338432790118e-49	105.982942806983
1.24690410096917	5.13505582538656	16.9889572990214	2.66969736555596e-51	5.53820198173843e-49	105.919877733719
1.13793273417645	5.54491746157659	16.9305181764048	5.00377540994318e-51	1.02709074204097e-48	105.295884500043
1.34440671176522	2.50465029662704	16.9061452388473	6.50154502902816e-51	1.3070116295469e-48	105.035804098234
1.20468900031943	2.27190121381965	16.9012917844721	6.84946508052806e-51	1.36290376602344e-48	104.984025252324
1.0961338911437	3.54777166254389	16.8864209775588	8.03552979544648e-51	1.58275586880006e-48	104.825401096966
1.21938289788996	2.62248870779302	16.8642363272758	1.01965852145281e-50	1.98833411683298e-48	104.588829974048
1.29207018952196	3.37711960335094	16.7581704307965	3.18062154500558e-50	6.14080397303058e-48	103.45891833492
1.38155119488417	3.7233740841807	16.7565303854772	3.23701608842575e-50	6.18841311022571e-48	103.441462111474
1.4843785826198	2.89861386276829	16.6930244161266	6.39073226416098e-50	1.20989591408873e-47	102.765878335962
1.34414902095921	3.92875833369937	16.6443146271088	1.07627706567411e-49	2.01801949813896e-47	102.248174863626
1.11074728477416	2.06463289901827	16.5868565414605	1.9893955562195e-49	3.69459174726479e-47	101.638031268994
1.13421985486081	2.93437416907202	16.5456446062179	3.08975910577301e-49	5.68399080778998e-47	101.200768510567
1.01957052295333	2.51056191956127	16.5234112686513	3.91761251498576e-49	7.13957420955348e-47	100.964998096738
1.18691465458127	3.26062442174416	16.5195087734344	4.08426108781811e-49	7.37436029744936e-47	100.923623886082
1.02578350555549	1.89182693159471	16.4931379202002	5.41174887327017e-49	9.68156908520809e-47	100.644113265148
1.52231207115563	3.90012065966969	16.4686704130921	7.02572018228551e-49	1.23424814013124e-46	100.384890676682
1.13522493323684	2.30225965170062	16.4648112483844	7.32091327862104e-49	1.27462329404563e-46	100.344014572124
1.15310748564004	2.10803324175016	16.4023532527531	1.42457311948606e-48	2.45833414424585e-46	99.6828463597949
1.2413505147043	3.87577956716608	16.3270137751281	3.17696463118381e-48	5.38702698331168e-46	98.8862909814744
1.48665687843677	3.88058748604937	16.2915658536544	4.63172238337842e-48	7.78608504102407e-46	98.5118776788732
1.00982904759738	5.26277139435158	16.1995958403279	1.23042011945779e-47	2.05070019909631e-45	97.5415901948648
1.77025019658361	6.15470787931358	16.1397679270118	2.32107948748892e-47	3.80344958033898e-45	96.9112931335981
1.27903341894895	3.10033287661331	16.0966769805174	3.66459817801177e-47	5.95497203926912e-45	96.4577639063464
1.04885333025122	4.14383959968738	15.8871989160311	3.35639941633644e-46	5.27820875956134e-44	94.2584098049262
1.42019795643684	6.29922463182252	15.8821481099125	3.54010843836327e-46	5.5225691638467e-44	94.2054928195305
1.03531182818388	4.47319396586259	15.8683083668101	4.09655441498111e-46	6.33990564223268e-44	94.0605222830731
1.4325759153357	3.52262622983803	15.8046876409799	8.01032255095833e-46	1.22032257612256e-43	93.3946221763564
1.01545975267892	5.98282437862781	15.7789820063803	1.05006098016207e-45	1.58730148164034e-43	93.1258143221908
1.14879856073102	4.70166159742366	15.7484915323634	1.44738032395706e-45	2.17107048593558e-43	92.8071556276232
1.03882263818957	2.04961623630888	15.7317536653903	1.72604594973983e-45	2.56930503968906e-43	92.6323124606747
1.0543126604058	2.50602810701858	15.7121028732932	2.12225018567998e-45	3.13514231975451e-43	92.4271189601677
1.21811146401384	2.55011921917883	15.6560987669553	3.8226454909756e-45	5.6046306070695e-43	91.842789415961
1.14102953945665	3.10043871878388	15.6007281412242	6.83511639240529e-45	9.9466246008883e-43	91.265752790532
1.32688514157414	3.51108582504972	15.5853284941872	8.03314609568679e-45	1.16034332493254e-42	91.1053895553749
1.20102870758703	2.79680405992105	15.5717857871653	9.25867245484674e-45	1.31784023992344e-42	90.9644075365688
1.1996139041172	4.47946669559089	15.5621171427576	1.02461653903535e-44	1.44782771820212e-42	90.8637805211664
1.00611051541275	5.25118058856078	15.4947678804112	2.07437874345367e-44	2.82869828652774e-42	90.1634277373271
-1.01106788591149	2.54722598320594	-15.4398015904991	3.68604586179733e-44	4.99152043785055e-42	89.5926135628906
1.10912020809554	2.56413594831615	15.2663767174283	2.25065564853467e-43	2.92585234309508e-41	87.7962628058025
1.06044481121614	3.68109110339955	15.161271482743	6.71439046664091e-43	8.67090159599323e-41	86.7110765343893
1.2124001447864	4.18766344400488	15.1258545321161	9.69843329232846e-43	1.24420690263424e-40	86.3460134350889
1.36143062593975	2.04793502292976	15.0841441834134	1.4948648620532e-42	1.89284836428815e-40	85.916478728209
1.10170483296957	2.71763722103176	15.0070519620779	3.32200375894947e-42	4.15250469868684e-40	85.1237253184528
1.19827813904727	3.31248754519985	14.9479945200658	6.1183005957836e-42	7.50357620237612e-40	84.5174440965336
1.18339952333801	4.87979665498619	14.9282199954505	7.50505013413949e-42	9.1467798509825e-40	84.3146389099193
1.01396076215254	2.96407632862206	14.8588794666542	1.53504692657657e-41	1.83640583240755e-39	83.6042881807161
-2.795551288911	6.89865317961047	-14.5459145221045	3.81882607202423e-40	4.35480166108026e-38	80.4140074114985
1.08532583762418	4.22511095293334	14.4718828841034	8.13625474485508e-40	9.17092297830486e-38	79.6632563892918
-2.61623315699944	4.84844466959557	-14.4097680633242	1.53296020212827e-39	1.66998457773751e-37	79.0345395276886
1.14389571194726	1.57672230118128	14.3050304330097	4.4498179187756e-39	4.79400273017261e-37	77.9768894078796
1.44115786290198	2.15571021155732	14.3033774520201	4.52517614885936e-39	4.84840301663503e-37	77.9602227573737
1.06902358624155	5.11481867958377	14.2573934380597	7.21752481901467e-39	7.60766129571817e-37	77.4968939802965
1.11756202361251	2.14318990811834	14.2239773555225	1.01288437562261e-38	1.06189490992693e-36	77.1605852087075
1.05447541710805	3.7152168350932	14.1218006336676	2.84897219914069e-38	2.92394515174966e-36	76.1342944515855
-1.33285471184517	2.18206294325	-13.7531253907799	1.15845304593216e-36	1.08085332036732e-34	72.4576204707729
1.19366052999935	3.62861256268523	13.52366797369	1.13777653094555e-35	9.68849011067168e-34	70.191066734865
1.16369362775747	3.50689493369446	13.3206878993333	8.46225928561755e-35	6.81876264750174e-33	68.2006123205986
-2.03885219982074	3.35149611810746	-13.3201342543188	8.50853895692343e-35	6.82783990370399e-33	68.1952023390756
1.1241047211591	4.91356433164927	13.058723728426	1.10437840385002e-33	8.57983222114558e-32	65.6527493394398
-1.53832911485997	2.7271891537193	-12.9972477500256	2.01099307719375e-33	1.51406814692194e-31	65.05836192985
1.03905261100687	6.8104166202525	12.9712083660554	2.59110925600426e-33	1.93342322902443e-31	64.8070091923686
1.16010947191169	6.54842034659314	12.9644883610629	2.76614996829798e-33	2.05094769512588e-31	64.742182385509
-1.18846088729984	1.64238938018417	-12.8929082416331	5.54421627483195e-33	4.03403796116504e-31	64.052684498107
-1.53306146294325	3.91109856081273	-12.7344527913198	2.56681998698832e-32	1.78760677665258e-30	62.5331006757996
-2.09547396534883	5.38519627184533	-12.4414234200109	4.25983081160628e-31	2.78747318209136e-29	59.748110886664
-1.34087360840451	7.55285189190656	-12.4135870361501	5.55314152039742e-31	3.57380394877062e-29	59.4852907649392
1.31157457922887	4.24427505523304	12.3570059016027	9.5100250779395e-31	6.00147213656376e-29	58.9520228188203
1.14454014687856	3.09581984016357	12.3029258778505	1.58848351872751e-30	9.9599448923429e-29	58.4435244360547
-1.2239249035144	4.10648591730452	-12.1568654684543	6.3122735556549e-30	3.75272360778264e-28	57.0760842172145
-1.91529914264366	3.7846371266501	-12.1111358173133	9.70547096030413e-30	5.66636777622546e-28	56.6497547397972
-1.86174485469047	3.24570758103342	-12.065923644175	1.48377175243586e-29	8.43543707653042e-28	56.2291026896709
-1.20576393277121	5.17035309847287	-11.9632497860456	3.87837732155529e-29	2.1485328912025e-27	55.2770098764455
-1.16592685170842	2.37645752688102	-11.8881228462134	7.81203864910592e-29	4.29111982133987e-27	54.583187193871
1.05477850716839	3.92608842017078	11.8663873035208	9.56217958675141e-29	5.20844977490649e-27	54.3829021518203
-1.02538403007146	2.5848427016478	-11.8018865249929	1.74008050327804e-28	9.2205352755222e-27	53.7897493795729
1.30412152749694	5.06524462068657	11.8006119474152	1.76075762052613e-28	9.30481669383725e-27	53.7780464277567
-1.06826106420301	2.43756021563994	-11.7918963193031	1.90885213334227e-28	1.00330502965429e-26	53.6980399329395
1.02408191873678	4.55472211084643	11.7906228682728	1.93150403102658e-28	1.0124819517478e-26	53.6863528495065
-1.34282271717959	3.58142698902158	-11.7667670138537	2.40888588077116e-28	1.23762596371466e-26	53.4675464118152
1.03248997128067	3.10857509655526	11.7612963314841	2.5339496302821e-28	1.29690335408139e-26	53.4174041420751
-1.39662928040872	6.87205316067153	-11.7530009740829	2.7360174697429e-28	1.39301150548268e-26	53.3413968590979
-1.08807615965554	4.95095244261928	-11.5508895355856	1.75768339326485e-27	8.513246512895e-26	51.498900879696
-1.75492510754375	4.74154692510247	-11.4802246975055	3.35378347361662e-27	1.5873489741632e-25	50.8590095498142
-1.63312078162505	5.00620090222166	-11.472673381638	3.59304203201284e-27	1.68019951137291e-25	50.7907637862464
-2.98516669091512	7.19846006380584	-11.4311511427575	5.24594662524544e-27	2.39568991082637e-25	50.4159661434494
-1.05461200526318	7.07627991388151	-11.4147638115328	6.08973760222373e-27	2.76806254646533e-25	50.2682636257622
-2.09726489928324	3.73873288159442	-11.377240257574	8.56485978916384e-27	3.82184818967265e-25	49.930519567202
1.30260378873972	5.91324195574838	11.3559032809681	1.03949560352596e-26	4.6068555156264e-25	49.7387574430071
1.09237798164861	4.87128446756834	11.3530986358664	1.06627892332433e-26	4.71483877660416e-25	49.7135668339314
-1.40289341566176	5.32445531605634	-11.3115916347822	1.55308201939916e-26	6.76006682550975e-25	49.3411870526854
1.37685115633213	1.79018281217447	11.3078016441833	1.60727558334438e-26	6.96486086115897e-25	49.3072249848239
-1.38444592577497	9.49702865922252	-11.304301041737	1.65899992380856e-26	7.17305953753149e-25	49.275862052199
1.24554990484165	3.40133939999425	11.2802692116937	2.06165594115036e-26	8.83566831921583e-25	49.0607077581885
-2.3135920250987	9.22846409378856	-11.2040463440539	4.09984493937188e-26	1.71560035016634e-24	48.3800796282921
-2.54590321597124	7.34024068063793	-11.20202597089	4.17508145925361e-26	1.739617274689e-24	48.3620759423078
-1.26511030134469	2.1870940134309	-11.1415480813917	7.18930031620589e-26	2.87277369192653e-24	47.8240466043513
1.13769300341492	2.86136526495646	10.9551388896578	3.79713219364906e-25	1.42942235089105e-23	46.1766933507752
-1.21476825073878	2.10134674548036	-10.9135921823932	5.48988919407842e-25	2.03522508145493e-23	45.8118251281325
1.04300748499331	6.02124796999205	10.9098042905619	5.67731415334681e-25	2.10071396565964e-23	45.7786013897984
-1.28747925479795	3.04335314912903	-10.8752209611101	7.71103028261288e-25	2.82110863998032e-23	45.4755953276769
-1.19914286593427	2.62895565986641	-10.8614540562254	8.70912797122133e-25	3.16253250351613e-23	45.3551385981492
1.19766430208962	5.93010774135091	10.8127412105427	1.33875357736553e-24	4.77252189371623e-23	44.9296658539872
-1.34660351553613	2.12121712254278	-10.7766132454203	1.84018150269251e-24	6.43074181048459e-23	44.6148734246102
-1.9813190470663	4.01451786553589	-10.7650390014953	2.03734142209051e-24	7.10700496078086e-23	44.5141614987714
-1.15719418046927	1.53663185737474	-10.7390684036517	2.5594326140681e-24	8.81783321101201e-23	44.288424978791
-1.58103086201187	3.44360654394541	-10.7300202410708	2.77095315893642e-24	9.52973308628928e-23	44.2098576356599
1.02364795713635	6.3832045921789	10.677301833002	4.39749895240242e-24	1.48102296324434e-22	43.7529093465169
-1.13627557638982	2.06000731202917	-10.6204414894185	7.22548823668628e-24	2.39620783359494e-22	43.2616333736966
-1.13493260358349	2.47621308579796	-10.5973203231698	8.83813594568319e-24	2.91613622573303e-22	43.0623350704521
-1.06716120394979	5.36807399480032	-10.5934155153666	9.14377346176741e-24	3.00680577579198e-22	43.0287035611985
-1.32126243539178	6.3618134692787	-10.5257922989622	1.64547412791699e-23	5.28611952131486e-22	42.4475128518192
1.17577568528776	4.96785709177022	10.5212477663415	1.71160321464891e-23	5.47151847305798e-22	42.4085388537396
-1.06675851170015	7.5428710679889	-10.5180367245472	1.75991317107377e-23	5.60412000705812e-22	42.3810073110969
-1.3785464335372	6.15319136157076	-10.5078895021318	1.92165790957316e-23	6.08317033062932e-22	42.2940397347641
-1.47694538077887	3.00616188472671	-10.5048815417661	1.97238146383924e-23	6.22353374512382e-22	42.2682699755081
-2.43426125547354	11.1616659446372	-10.3986668317167	4.93451264111992e-23	1.49880056856446e-21	41.3613152291072
-1.50723966570909	3.02297113927339	-10.3782734260601	5.88059949332398e-23	1.77510356222628e-21	41.1878511284781
-1.50278880076358	3.61132562279709	-10.3713279161276	6.24229803829476e-23	1.87557491135204e-21	41.1288231227098
-1.34134743585235	3.28065874341297	-10.3495167810772	7.52801121054534e-23	2.25147574548518e-21	40.9436208648018
-1.80411739906504	6.08960573856815	-10.3492126394601	7.54768336918644e-23	2.25390238436655e-21	40.9410401117682
-1.71020970609384	4.61437592971387	-10.337105148881	8.37368425616557e-23	2.48534007603088e-21	40.8383431737952
-1.74214844902332	3.8279525542761	-10.2872397247029	1.28329522329927e-22	3.74054661499789e-21	40.4161951986506
-1.04610965075395	2.89659549837642	-10.2613355163089	1.6011106072292e-22	4.63917635081268e-21	40.1974165925197
-1.44380074794445	6.35448457155564	-10.1020142095666	6.19535580672831e-22	1.70394130086322e-20	38.8597309300332
-1.11913451690552	2.45702931211356	-10.0865947672359	7.05714390429363e-22	1.9246756102619e-20	38.7309932988008
1.23267504835528	1.21263400785242	10.0701823328549	8.10538310380648e-22	2.18609917737519e-20	38.5941070491338
1.25819862957678	6.73776077152408	10.0559160143777	9.14118643741683e-22	2.44182377437847e-20	38.475239373115
-1.39248332822461	4.95656368904223	-9.97786393651377	1.761606517879e-21	4.59242340890916e-20	37.8268750828119
-2.67787139071434	6.83839262259752	-9.93302587347076	2.56406766633129e-21	6.5875256249618e-20	37.455927829951
-1.37802804602261	4.25602602295431	-9.91797888421769	2.90757068320566e-21	7.45041108048756e-20	37.3316924236846
1.14589500441124	4.78815546808203	9.9090946091348	3.13143450575414e-21	8.00301086005317e-20	37.258398351279
-1.06978965152591	2.61156175211583	-9.88883628506365	3.70789056736876e-21	9.39011247580401e-20	37.0914337701909
-1.12341209727521	2.65163377704368	-9.85118921193331	5.07270861302983e-21	1.26331823696145e-19	36.7817616529298
-1.63143771077194	2.87095585212283	-9.84924103621018	5.15554219471081e-21	1.28230960200077e-19	36.7657581336679
-1.2687378238152	3.59840053164715	-9.84269667728462	5.44374695861972e-21	1.34891274579858e-19	36.7120142561097
1.40703174668151	3.44355904670948	9.80345508938081	7.53938082650308e-21	1.8469588708142e-19	36.3902557380082
1.22189113739157	1.97641981882345	9.7141098637472	1.57753389799955e-20	3.76522778592305e-19	35.6609094237878
-1.67087885095838	2.8742105974307	-9.71088120483916	1.62005440026192e-20	3.86198787348502e-19	35.6346376619427
-1.38164791320453	2.91726450041127	-9.69710034469128	1.81469543438662e-20	4.31543426469988e-19	35.5225686814171
1.15023174753324	3.95534832945879	9.68795125181645	1.9565515028811e-20	4.63018862939096e-19	35.448225896845
-1.47412249694583	6.16651575261245	-9.6869175983453	1.97325404904124e-20	4.65277556908153e-19	35.4398297341396
-3.08475289466092	5.83740957285972	-9.68034138662796	2.08287884510334e-20	4.89941344746865e-19	35.3864267179613
-1.22095934739657	5.80077828719033	-9.65605939663141	2.54257580017306e-20	5.88838813579271e-19	35.1894551729926
-1.7553823354087	7.05990608321209	-9.61822843064438	3.46675927983601e-20	7.94380798552318e-19	34.8832482715984
1.30255543735793	3.47046515864236	9.56670637305024	5.28127218337156e-20	1.18782938380329e-18	34.46754631917
-1.9931705332101	7.35165717183963	-9.55780314038207	5.67889040160561e-20	1.27139337349379e-18	34.3958662752905
-1.08998819735356	3.07736952268884	-9.55548255738538	5.78731456580819e-20	1.2926991298197e-18	34.3771907547855
-1.02970249753163	3.01757475395412	-9.54990965286794	6.05615115150066e-20	1.34657864828122e-18	34.33235401093
-1.13446962842667	4.48925561286649	-9.53081611129687	7.07457911346952e-20	1.55880556737464e-18	34.1788734009494
1.29093854881155	1.48311460541442	9.43178556262306	1.57893139517105e-19	3.33216041188696e-18	33.3862316034489
-1.58925758226197	3.7312426729128	-9.42058025260167	1.72846379622723e-19	3.63985356656922e-18	33.2969049904039
-1.21254519360404	3.48554190699406	-9.40568132286336	1.94922546784662e-19	4.08269566305146e-18	33.1782476847862
-1.02600826342891	2.7015942241081	-9.39308325550279	2.15753961080759e-19	4.49487418918247e-18	33.0780166056549
-1.12653388097601	2.7072016352993	-9.29734182438485	4.65341630521446e-19	9.3548059744002e-18	32.3193539204552
-1.04184714384685	4.07849882392301	-9.26207246689417	6.16817418502954e-19	1.22235159154549e-17	32.0412483184271
-1.14773951777802	3.27252768863195	-9.25487212834172	6.53285249316564e-19	1.28807506184762e-17	31.984563511761
-1.0443189156134	2.80657850145828	-9.21904921585921	8.68995729546684e-19	1.68443506224258e-17	31.703008074434
-1.10012832135445	3.05168718425148	-9.2162098783467	8.88843141933409e-19	1.71948822100213e-17	31.6807247853728
-1.14779313697218	2.94684283707125	-9.20100689768145	1.00300535996052e-18	1.92316661939332e-17	31.5614932637076
-1.36974496303427	5.86285102958867	-9.19372608475436	1.06270906096417e-18	2.0256917584361e-17	31.5044416653952
-1.04562104925154	4.56612897798903	-9.13764842737968	1.65716558508006e-18	3.08936222839972e-17	31.0660947128163
1.00301747133527	4.47122530888055	9.12503464190331	1.83086150298908e-18	3.40666023934036e-17	30.967757377846
-1.26106106947779	4.02443532847172	-9.11520280599166	1.97865043523644e-18	3.67463652258196e-17	30.8911750752925
1.03094650511565	3.1652735289223	9.08598062016752	2.49129201439939e-18	4.57440624112883e-17	30.6639037239859
1.05520201687508	3.29286126575695	9.08244540256826	2.5616160710548e-18	4.69028294700174e-17	30.6364443006437
-1.07532514540921	2.25838626845191	-9.06396537277985	2.96249332231394e-18	5.3688308350485e-17	30.4930266274522
1.21563559075177	6.30111543696016	9.04243554622266	3.50840059302036e-18	6.29381891112208e-17	30.3262033477237
-1.23448256008726	3.22594513342738	-9.02005713576142	4.18145799778523e-18	7.46688928175935e-17	30.1531054005653
